0,20860.8
1,6953.59
2,1390.72
3,596.022
4,331.123
5,210.715
6,145.879
7,106.978
8,81.8069
9,64.5844
10,52.2826
11,43.19
12,36.2796
13,30.9048
14,26.6421
15,23.2044
16,20.3918
17,18.0613
18,16.1087
19,14.4565
20,13.0461
21,11.8325
22,10.7808
23,9.86326
24,9.0581
25,8.34766
26,7.71765
27,7.15636
28,6.65416
29,6.20304
30,5.79628
31,5.42826
32,5.09422
33,4.79009
34,4.5124
35,4.25818
36,4.02486
37,3.8102
38,3.61227
39,3.42937
40,3.26002
41,3.10291
42,2.95689
43,2.82094
44,2.69416
45,2.57574
46,2.46495
47,2.36117
48,2.2638
49,2.17233
50,2.0863
51,2.00528
52,1.92889
53,1.85678
54,1.78864
55,1.72419
56,1.66316
57,1.60531
58,1.55043
59,1.49831
60,1.44878
61,1.40167
62,1.35681
63,1.31408
64,1.27333
65,1.23445
66,1.19733
67,1.16185
68,1.12793
69,1.09547
70,1.06439
71,1.03462
72,1.00608
73,0.978705
74,0.952431
75,0.927202
76,0.902962
77,0.87966
78,0.857249
79,0.835683
80,0.814921
81,0.794923
82,0.775653
83,0.757075
84,0.739156
85,0.721866
86,0.705176
87,0.689058
88,0.673487
89,0.658437
90,0.643886
91,0.629813
92,0.616195
93,0.603015
94,0.590253
95,0.577892
96,0.565916
97,0.554307
98,0.543053
99,0.532137
100,0.521548
101,0.511271
102,0.501296
103,0.491609
104,0.482201
105,0.47306
106,0.464176
107,0.455541
108,0.447144
109,0.438977
110,0.431032
111,0.423301
112,0.415776
113,0.40845
114,0.401316
115,0.394367
116,0.387597
117,0.381
118,0.374569
119,0.368301
120,0.362188
121,0.356226
122,0.350411
123,0.344736
124,0.339199
125,0.333793
126,0.328516
127,0.323363
128,0.318331
129,0.313415
130,0.308612
131,0.303918
132,0.299331
133,0.294847
134,0.290463
135,0.286176
136,0.281983
137,0.277882
138,0.273869
139,0.269943
140,0.2661
141,0.26234
142,0.258658
143,0.255053
144,0.251523
145,0.248066
146,0.24468
147,0.241362
148,0.238112
149,0.234926
150,0.231805
151,0.228745
152,0.225745
153,0.222804
154,0.21992
155,0.217092
156,0.214318
157,0.211596
158,0.208926
159,0.206307
160,0.203736
161,0.201213
162,0.198737
163,0.196306
164,0.19392
165,0.191577
166,0.189276
167,0.187016
168,0.184796
169,0.182616
170,0.180474
171,0.178369
172,0.176302
173,0.174269
174,0.172272
175,0.170309
176,0.16838
177,0.166483
178,0.164617
179,0.162783
180,0.16098
181,0.159206
182,0.157462
183,0.155746
184,0.154057
185,0.152397
186,0.150763
187,0.149155
188,0.147572
189,0.146015
190,0.144482
191,0.142973
192,0.141488
193,0.140026
194,0.138586
195,0.137168
196,0.135773
197,0.134398
198,0.133044
199,0.13171
200,0.130397
201,0.129102
202,0.127827
203,0.126571
204,0.125334
205,0.124114
206,0.122912
207,0.121728
208,0.12056
209,0.119409
210,0.118275
211,0.117157
212,0.116054
213,0.114967
214,0.113895
215,0.112838
216,0.111796
217,0.110768
218,0.109755
219,0.108755
220,0.107768
221,0.106795
222,0.105836
223,0.104889
224,0.103954
225,0.103033
226,0.102123
227,0.101225
228,0.100339
229,0.0994652
230,0.0986023
231,0.0977505
232,0.0969098
233,0.0960799
234,0.0952606
235,0.0944517
236,0.0936531
237,0.0928646
238,0.092086
239,0.0913171
240,0.0905579
241,0.089808
242,0.0890675
243,0.088336
244,0.0876136
245,0.0869
246,0.086195
247,0.0854986
248,0.0848106
249,0.0841309
250,0.0834593
251,0.0827958
252,0.0821401
253,0.0814922
254,0.0808519
255,0.0802191
256,0.0795938
257,0.0789757
258,0.0783648
259,0.0777609
260,0.077164
261,0.076574
262,0.0759907
263,0.075414
264,0.0748439
265,0.0742802
266,0.0737229
267,0.0731718
268,0.0726269
269,0.0720881
270,0.0715552
271,0.0710282
272,0.070507
273,0.0699915
274,0.0694817
275,0.0689774
276,0.0684786
277,0.0679851
278,0.067497
279,0.0670142
280,0.0665365
281,0.0660638
282,0.0655963
283,0.0651336
284,0.0646758
285,0.0642229
286,0.0637747
287,0.0633311
288,0.0628922
289,0.0624578
290,0.0620279
291,0.0616025
292,0.0611814
293,0.0607646
294,0.060352
295,0.0599436
296,0.0595394
297,0.0591392
298,0.0587431
299,0.0583509
300,0.0579627
301,0.0575783
302,0.0571977
303,0.0568209
304,0.0564478
305,0.0560784
306,0.0557125
307,0.0553503
308,0.0549916
309,0.0546363
310,0.0542845
311,0.053936
312,0.053591
313,0.0532492
314,0.0529106
315,0.0525753
316,0.0522432
317,0.0519142
318,0.0515883
319,0.0512655
320,0.0509457
321,0.0506289
322,0.050315
323,0.050004
324,0.0496959
325,0.0493907
326,0.0490882
327,0.0487885
328,0.0484916
329,0.0481974
330,0.0479058
